,Unnamed: 0,State,District,Name,Party,Incumbent,Winner,Vote_Percentage,Raised,Spent,MaxSpentPer
338,338,MD,1,Andy Harris,R,1,True,63.5,1468096.0,973953.0,True
339,339,MD,1,Mia Mason,D,1,False,36.3,2524.0,0.0,False
340,340,MD,2,Dutch Ruppersberger,D,1,True,67.2,1012835.0,927353.0,True
341,341,MD,2,Johnny Ray Salling,R,1,False,32.6,68320.0,66895.0,False
342,342,MD,3,John Sarbanes,D,1,True,69.5,573599.0,687299.0,True
343,343,MD,3,Charles Anthony,R,1,False,30.3,7798.0,6742.0,False
344,344,MD,4,Anthony Brown,D,1,True,79.3,1446636.0,846827.0,True
345,345,MD,5,Steny H Hoyer,D,1,True,68.5,4587189.0,4342255.0,True
346,346,MD,5,Chris Palombi,R,1,False,31.2,43462.0,42095.0,False
347,347,MD,6,David Trone,D,1,True,57.9,2944893.0,2959748.0,True
348,348,MD,6,Neil Parrott,R,1,False,40.2,315936.0,261259.0,False
349,349,MD,7,Kweisi Mfume,D,1,True,71.6,1014126.0,713389.0,False
350,350,MD,7,Kimberly Klacik,R,1,False,28.1,8296845.0,7499454.0,True
351,351,MD,8,Jamie Raskin,D,1,True,67.3,2072652.0,1399252.0,True
352,352,MD,8,Gregory Coll,R,1,False,32.5,30876.0,27257.0,False
353,353,MA,1,Richard E Neal,D,1,True,96.5,4949384.0,5873122.0,True
354,354,MA,2,James P McGovern,D,1,True,65.3,1052549.0,1089412.0,True
355,355,MA,2,Tracy Lovvorn,R,1,False,34.6,26311.0,22319.0,False
356,356,MA,3,Lori Trahan,D,1,True,97.7,1449303.0,1232437.0,True
357,357,MA,4,Jake Auchincloss,D,1,True,60.8,2608686.0,2150904.0,True
358,358,MA,4,Julie Hall,R,1,False,38.9,131603.0,129378.0,False
359,359,MA,5,Katherine Clark,D,1,True,74.3,1788706.0,1514877.0,True
360,360,MA,5,Caroline Colarusso,R,1,False,25.6,148635.0,146972.0,False
361,361,MA,6,Seth Moulton,D,1,True,65.4,1289805.0,1802169.0,True
362,362,MA,6,John Paul Moran,R,1,False,34.4,300220.0,299104.0,False
363,363,MA,7,Ayanna Pressley,D,1,True,86.6,2163370.0,1748432.0,True
364,364,MA,8,Stephen Lynch,D,1,True,80.7,905614.0,1134662.0,True
365,365,MA,9,Bill Keating,D,1,True,61.3,708680.0,652448.0,True
366,366,MA,9,Helen Brady,R,1,False,36.3,28233.0,23735.0,False
367,367,MI,1,John Bergman,R,1,True,61.6,1868512.0,1733466.0,True
368,368,MI,1,Dana Ferguson,D,1,False,36.9,346213.0,339788.0,False
369,369,MI,2,Bill Huizenga,R,1,True,59.2,2175411.0,1883610.0,True
370,370,MI,2,Bryan Berghoef,D,1,False,38.2,751576.0,669864.0,False
371,371,MI,3,Hillary Scholten,D,1,False,47.0,3793132.0,3765942.0,True
372,372,MI,3,Peter Meijer,R,1,True,53.0,2975972.0,2887774.0,False
373,373,MI,4,John Moolenaar,R,1,True,65.0,1528612.0,1036160.0,True
374,374,MI,4,Jerry Hilliard,D,1,False,32.4,23117.0,23603.0,False
375,375,MI,5,Dan Kildee,D,1,True,54.5,1669951.0,1504094.0,True
376,376,MI,5,Tim Kelly,R,1,False,41.7,71106.0,71106.0,False
377,377,MI,6,Fred Upton,R,1,True,55.8,3616380.0,3464617.0,True
378,378,MI,6,Jon Hoadley,D,1,False,40.1,3116491.0,3098366.0,False
379,379,MI,7,Tim Walberg,R,1,True,58.8,2301635.0,1586358.0,False
380,380,MI,7,Gretchen Driskell,D,1,False,41.3,1712840.0,1712840.0,True
381,381,MI,8,Elissa Slotkin,D,1,True,50.9,8967420.0,7419974.0,True
382,382,MI,8,Paul Junge,R,1,False,47.3,2107608.0,2097131.0,False
383,383,MI,9,Andy Levin,D,1,True,57.8,1316607.0,907237.0,True
384,384,MI,10,Lisa McClain,R,1,True,66.3,2266287.0,2137031.0,True
385,385,MI,10,Kimberly Bizon,D,1,False,33.7,41438.0,41246.0,False
386,386,MI,11,Haley Stevens,D,1,True,50.2,5776924.0,5707448.0,True
387,387,MI,11,Eric Esshaki,R,1,False,47.8,1298612.0,1291509.0,False
388,388,MI,12,Debbie Dingell,D,1,True,66.4,1630498.0,1689582.0,True
389,389,MI,12,Jeff Jones,R,1,False,30.7,10616.0,9657.0,False
390,390,MI,13,Rashida Tlaib,D,1,True,77.9,4014411.0,3690334.0,True
391,391,MI,14,Brenda Lawrence,D,1,True,78.9,1084662.0,789570.0,True
392,392,MI,14,Vance Patrick,R,1,False,18.7,39670.0,41973.0,False
393,393,MN,1,Jim Hagedorn,R,1,True,48.6,2386033.0,2305994.0,False
394,394,MN,1,Daniel Feehan,D,1,False,45.5,4861651.0,4863835.0,True
395,395,MN,2,Angie Craig,D,1,True,48.2,5380101.0,4435492.0,True
396,396,MN,2,Tyler Kistner,R,1,False,45.9,2990054.0,2956042.0,False
397,397,MN,3,Dean Phillips,D,1,True,55.6,2328616.0,2152031.0,True
398,398,MN,3,Kendall Qualls,R,1,False,44.3,1863927.0,1751214.0,False
399,399,MN,4,Betty McCollum,D,1,True,63.2,1171748.0,994072.0,True
400,400,MN,4,Gene Rechtzigel,R,1,False,29.0,20075.0,20075.0,False
401,401,MN,5,Ilhan Omar,D,1,True,64.3,5718517.0,5605576.0,False
402,402,MN,5,Lacy Johnson,R,1,False,25.8,12050564.0,12000896.0,True
403,403,MN,6,Tom Emmer,R,1,True,65.5,2804265.0,2537612.0,True
404,404,MN,6,Tawnja Zahradka,D,1,False,34.3,49242.0,49214.0,False
405,405,MN,7,Collin Peterson,D,1,False,39.9,2714012.0,2867577.0,True
406,406,MN,7,Michelle Fischbach,R,1,True,53.4,2618450.0,2580501.0,False
407,407,MN,8,Pete Stauber,R,1,True,56.7,2593190.0,2608759.0,True
408,408,MN,8,Quinn Nystrom,D,1,False,37.6,1530606.0,1527005.0,False
409,409,MS,1,Trent Kelly,R,1,True,68.7,876882.0,826673.0,True
410,410,MS,1,Antonia Eliason,D,1,False,31.3,22281.0,18174.0,False
411,411,MS,2,Bennie G Thompson,D,1,True,66.0,1377392.0,1096904.0,True
412,412,MS,3,Michael Guest,R,1,True,64.7,766807.0,518162.0,True
413,413,MS,4,Steven Palazzo,R,1,True,100.0,817129.0,747217.0,True
414,414,MO,1,Cori Bush,D,1,True,78.8,1418014.0,1333512.0,True
415,415,MO,2,Ann Wagner,R,1,True,52.0,5598287.0,6513101.0,True
416,416,MO,2,Jill Schupp,D,1,False,45.4,4850948.0,4830434.0,False
417,417,MO,3,Blaine Luetkemeyer,R,1,True,69.4,2022905.0,2081391.0,True
418,418,MO,4,Vicky Hartzler,R,1,True,67.6,1700978.0,1335607.0,True
419,419,MO,4,Lindsey Simmons,D,1,False,29.7,395934.0,384622.0,False
420,420,MO,5,Emanuel Cleaver,D,1,True,58.5,1393847.0,928061.0,True
421,421,MO,5,Ryan Derks,R,1,False,38.7,76488.0,76488.0,False
422,422,MO,6,Sam Graves,R,1,True,67.1,1959516.0,1654756.0,True
423,423,MO,6,Gena Ross,D,1,False,30.8,10170.0,10530.0,False
424,424,MO,7,Billy Long,R,1,True,68.7,1320420.0,1518234.0,True
425,425,MO,8,Jason Smith,R,1,True,76.9,1900227.0,1514786.0,True
426,426,MO,8,Kathryn Ellis,D,1,False,21.4,302428.0,305387.0,False
427,427,MT,1,Kathleen Williams,D,1,False,43.6,6201758.0,6232286.0,True
428,428,MT,1,Matt Rosendale,R,1,True,56.4,3674706.0,3488045.0,False
429,429,NE,1,Jeff Fortenberry,R,1,True,59.5,1472816.0,2458330.0,True
430,430,NE,1,Kate Bolz,D,1,False,37.7,1143509.0,1140371.0,False
431,431,NE,2,Don Bacon,R,1,True,50.6,3749272.0,3713961.0,False
432,432,NE,2,Kara Eastman,D,1,False,46.3,4414390.0,4468006.0,True
433,433,NE,3,Adrian Smith,R,1,True,78.5,1506473.0,1148409.0,True
434,434,NE,3,Mark Elworth Jr,D,1,False,17.7,255.0,0.0,False
435,435,NV,1,Dina Titus,D,1,True,61.8,706193.0,587919.0,True
436,436,NV,2,Mark Amodei,R,1,True,56.5,1048056.0,1016673.0,True
437,437,NV,2,Patricia Ackerman,D,1,False,40.7,449363.0,449449.0,False
438,438,NV,3,Susie Lee,D,1,True,48.8,4748019.0,4732009.0,True
439,439,NV,3,Dan Rodimer,R,1,False,45.8,2936059.0,2915216.0,False
440,440,NV,4,Steven Horsford,D,1,True,50.7,3492372.0,3024427.0,True
441,441,NV,4,Jim Marchant,R,1,False,45.8,1462772.0,1419405.0,False
442,442,NH,1,Chris Pappas,D,1,True,51.3,3205731.0,3105663.0,True
443,443,NH,1,Matt Mowers,R,1,False,46.2,1707214.0,1698761.0,False
444,444,NH,2,Ann Kuster,D,1,True,53.9,2960033.0,2970274.0,True
445,445,NH,2,Steve Negron,R,1,False,43.7,368177.0,378959.0,False
446,446,NJ,1,Don Norcross,D,1,True,62.5,2221989.0,1087264.0,True
447,447,NJ,1,Claire Gustafson,R,1,False,37.5,36520.0,21761.0,False
448,448,NJ,2,Jeff Van Drew,R,1,True,51.9,4229171.0,4041493.0,False
449,449,NJ,2,Amy Kennedy,D,1,False,46.2,4984376.0,4978913.0,True
450,450,NJ,3,Andy Kim,D,1,True,53.2,7241283.0,6753262.0,True
451,451,NJ,3,David Richter,R,1,False,45.5,1473669.0,1470648.0,False
452,452,NJ,4,Chris Smith,R,1,True,59.9,1383085.0,1284522.0,True
453,453,NJ,4,Stephanie Schmid,D,1,False,38.3,699580.0,658011.0,False
454,454,NJ,5,Josh Gottheimer,D,1,True,53.2,7694027.0,3487964.0,True
455,455,NJ,5,Frank Pallotta,R,1,False,45.6,1972033.0,1948705.0,False
456,456,NJ,5,Louis A. Vellucci,I,1,False,1.2,5456.0,5342.0,False
457,457,NJ,6,Frank Pallone Jr.,D,1,True,61.2,3231755.0,2021737.0,True
458,458,NJ,7,Tom Malinowski,D,1,True,50.6,7414403.0,7423758.0,True
459,459,NJ,7,Tom Kean,R,1,False,49.4,3869121.0,3775442.0,False
460,460,NJ,8,Albio Sires,D,1,True,74.0,605810.0,551325.0,True
461,461,NJ,9,Bill Pascrell Jr.,D,1,True,65.8,1560550.0,1795410.0,True
462,462,NJ,9,Billy Prempeh,R,1,False,31.9,44269.0,35075.0,False
463,463,NJ,10,Donald M Payne Jr.,D,1,True,83.3,593735.0,457252.0,True
464,464,NJ,11,Mikie Sherrill,D,1,True,53.3,6419707.0,3733106.0,True
465,465,NJ,11,Rosemary Becchi,R,1,False,46.7,1687532.0,1686236.0,False
466,466,NJ,12,Bonnie Watson Coleman,D,1,True,65.6,798439.0,840651.0,True
467,467,NJ,12,Mark Razzoli,R,1,False,32.6,3065.0,1142.0,False
468,468,NM,1,Debra Haaland,D,1,True,58.1,2246734.0,1875766.0,True
469,469,NM,1,Michelle Garcia Holmes,R,1,False,41.9,257294.0,245590.0,False
470,470,NM,2,Xochitl Torres Small,D,1,False,46.3,8387337.0,8539065.0,True
471,471,NM,2,Yvette Herrell,R,1,True,53.7,2805711.0,2921785.0,False
472,472,NM,3,Teresa Leger Fernandez,D,1,True,58.7,2296594.0,2132010.0,True
473,473,NM,3,Alexis Johnson,R,1,False,41.3,147303.0,147303.0,False
474,474,NY,1,Lee Zeldin,R,1,True,55.9,8396981.0,8250116.0,True
475,475,NY,1,Nancy Goroff,D,1,False,44.1,7866239.0,7860977.0,False
476,476,NY,2,Jackie Gordon,D,1,False,46.0,4351881.0,4334484.0,True
477,477,NY,2,Andrew Garbarino,R,1,True,52.9,1743986.0,1612132.0,False
478,478,NY,3,Tom Suozzi,D,1,True,53.2,2941006.0,2331302.0,True
479,479,NY,3,George Santos,R,1,False,46.2,658883.0,591239.0,False
480,480,NY,4,Kathleen Rice,D,1,True,52.0,1106258.0,1210410.0,True
481,481,NY,4,Douglas Tuman,R,1,False,47.3,134937.0,130995.0,False
482,482,NY,5,Gregory Meeks,D,1,True,99.0,2097572.0,1467454.0,True
483,483,NY,6,Grace Meng,D,1,True,62.6,1292084.0,1872311.0,True
484,484,NY,6,Thomas Zmich,R,1,False,37.4,133403.0,131278.0,False
485,485,NY,7,Nydia Velazquez,D,1,True,83.0,803217.0,676248.0,True
486,486,NY,8,Hakeem Jeffries,D,1,True,82.5,4168717.0,3293077.0,True
487,487,NY,9,Yvette Clarke,D,1,True,81.5,1200067.0,1190143.0,True
488,488,NY,10,Jerrold Nadler,D,1,True,68.5,1848688.0,1950774.0,True
489,489,NY,10,Cathy Bernstein,R,1,False,30.1,49975.0,28384.0,False
490,490,NY,11,Max Rose,D,1,False,42.0,9284434.0,9499242.0,True
491,491,NY,11,Nicole Malliotakis,R,1,True,57.8,3469995.0,3447052.0,False
492,492,NY,12,Carolyn Maloney,D,1,True,78.9,3067173.0,3059202.0,True
493,493,NY,13,Adriano Espaillat,D,1,True,86.0,1087237.0,1252740.0,True
494,494,NY,13,Lovelynn Gwinn,R,1,False,8.0,39384.0,39384.0,False
495,495,NY,14,Alexandria Ocasio-Cortez,D,1,True,68.7,20664795.0,16735422.0,True
496,496,NY,14,John C. Cummings,R,1,False,30.5,11140937.0,10947758.0,False
497,497,NY,15,Ritchie Torres,D,1,True,88.2,2194025.0,1804336.0,True
498,498,NY,16,Jamaal Bowman,D,1,True,82.9,2878898.0,2801424.0,True
499,499,NY,17,Mondaire Jones,D,1,True,54.1,2984052.0,2186463.0,True
500,500,NY,17,Maureen McArdle Schulman,R,1,False,39.8,54732.0,60084.0,False
501,501,NY,18,Sean Patrick Maloney,D,1,True,51.8,2556294.0,1718525.0,True
502,502,NY,18,Chele Farley,R,1,False,47.3,1186211.0,1152124.0,False
503,503,NY,18,Scott Smith,I,1,False,0.9,8718.0,8403.0,False
504,504,NY,19,Antonio Delgado,D,1,True,51.5,5949475.0,2963286.0,True
505,505,NY,19,Kyle Van De Water,R,1,False,45.9,153796.0,120097.0,False
506,506,NY,20,Paul Tonko,D,1,True,56.5,1541984.0,1418994.0,True
507,507,NY,20,Elizabeth Joy,R,1,False,43.4,370852.0,336845.0,False
508,508,NY,21,Elise Stefanik,R,1,True,64.4,13287248.0,11655936.0,True
509,509,NY,21,Tedra Cobb,D,1,False,35.6,5586793.0,5593266.0,False
510,510,NY,23,Tom Reed,R,1,True,57.7,3275177.0,3145027.0,True
511,511,NY,23,Tracy Mitrano,D,1,False,41.4,1450322.0,1466128.0,False
512,512,NY,24,John Katko,R,1,True,53.1,3821107.0,3597234.0,True
513,513,NY,24,Dana Balter,D,1,False,43.0,3212469.0,3230808.0,False
514,514,NY,25,Joseph D Morelle,D,1,True,59.3,1375366.0,1274426.0,True
515,515,NY,25,George Mitris,R,1,False,39.1,301376.0,279047.0,False
516,516,NY,26,Brian Higgins,D,1,True,69.8,1124168.0,984106.0,True
517,517,NY,27,Chris Jacobs,R,1,True,59.7,2147101.0,2084271.0,True
518,518,NY,27,Nate McMurray,D,1,False,39.0,1150058.0,1097111.0,False
519,519,NC,1,G K Butterfield,D,1,True,54.2,1032869.0,880420.0,False
520,520,NC,1,Sandy Smith,R,1,False,45.8,1458375.0,1437805.0,True
521,521,NC,2,Deborah Ross,D,1,True,63.0,2268381.0,1816923.0,True
522,522,NC,2,Alan Swain,R,1,False,34.8,119664.0,119435.0,False
523,523,NC,3,Greg Murphy,R,1,True,63.4,1767790.0,1505559.0,True
524,524,NC,4,David Price,D,1,True,67.3,1161738.0,1014872.0,True
525,525,NC,5,Virginia Foxx,R,1,True,66.9,1858388.0,1944629.0,True
526,526,NC,5,David Wilson Brown,D,1,False,31.1,61596.0,60668.0,False
527,527,NC,6,Kathy Manning,D,1,True,62.3,2002284.0,1695596.0,True
528,528,NC,6,Lee Haywood,R,1,False,37.7,73878.0,58342.0,False
529,529,NC,7,David Rouzer,R,1,True,60.3,1628458.0,1038883.0,True
530,530,NC,7,Christopher Ward,D,1,False,39.6,16260.0,4119.0,False
531,531,NC,8,Richard Hudson,R,1,True,53.3,4135872.0,4359009.0,True
532,532,NC,8,Patricia Timmons-Goodson,D,1,False,46.7,3855743.0,3852668.0,False
533,533,NC,9,Dan Bishop,R,1,True,55.6,4090260.0,4029864.0,True
534,534,NC,9,Cynthia Wallace,D,1,False,44.4,811609.0,794300.0,False
535,535,NC,10,Patrick McHenry,R,1,True,68.9,2780234.0,2339363.0,True
536,536,NC,10,David Parker,D,1,False,31.1,30555.0,30555.0,False
537,537,NC,11,Madison Cawthorn,R,1,True,54.5,4478970.0,4366783.0,True
538,538,NC,11,Moe Davis,D,1,False,42.3,2251413.0,2148121.0,False
539,539,NC,12,Alma Adams,D,1,True,100.0,824124.0,651883.0,True
540,540,NC,13,Ted Budd,R,1,True,68.2,2294174.0,1293414.0,True
541,541,NC,13,Scott Huffman,D,1,False,31.8,193334.0,189967.0,False
542,542,ND,1,Kelly Armstrong,R,1,True,69.0,1269346.0,1080105.0,True
543,543,ND,1,Zach Raknerud,D,1,False,27.6,28047.0,26029.0,False
544,544,OH,1,Steve Chabot,R,1,True,51.8,3177647.0,2861464.0,False
545,545,OH,1,Kate Schroder,D,1,False,44.7,4040303.0,4039798.0,True
546,546,OH,2,Brad Wenstrup,R,1,True,61.1,1794354.0,1757078.0,True
547,547,OH,2,Jaime Castle,D,1,False,38.9,284197.0,271471.0,False
548,548,OH,3,Joyce Beatty,D,1,True,70.8,2237887.0,2540687.0,True
549,549,OH,3,Nicholas Moss,I,1,False,0.0,1258.0,1248.0,False
550,550,OH,4,Jim Jordan,R,1,True,67.9,18313823.0,12945651.0,True
551,551,OH,5,Bob Latta,R,1,True,68.0,1580952.0,1477090.0,True
552,552,OH,5,Nick Rubando,D,1,False,32.0,249319.0,247423.0,False
553,553,OH,6,Bill Johnson,R,1,True,74.4,1866123.0,1853361.0,True
554,554,OH,6,Shawna Roberts,D,1,False,25.6,262.0,574.0,False
555,555,OH,7,Bob Gibbs,R,1,True,67.5,791888.0,453928.0,True
556,556,OH,7,Quentin Potter,D,1,False,29.2,12976.0,12976.0,False
557,557,OH,8,Warren Davidson,R,1,True,69.0,1016740.0,841533.0,True
558,558,OH,8,Vanessa Enoch,D,1,False,31.0,40270.0,37546.0,False
559,559,OH,9,Marcy Kaptur,D,1,True,63.1,1090395.0,979798.0,True
560,560,OH,9,Rob Weber,R,1,False,36.9,134898.0,123262.0,False
561,561,OH,10,Michael R Turner,R,1,True,58.4,1752255.0,1736283.0,False
562,562,OH,10,Desiree Tims,D,1,False,41.6,2040760.0,2024010.0,True
563,563,OH,11,Marcia Fudge,D,1,True,80.1,755787.0,499820.0,True
564,564,OH,11,Laverne Gore,R,1,False,20.0,157044.0,156827.0,False
565,565,OH,12,Troy Balderson,R,1,True,55.2,2016826.0,1995665.0,True
566,566,OH,12,Alaina Shearer,D,1,False,41.8,1033711.0,1025410.0,False
567,567,OH,13,Tim Ryan,D,1,True,52.5,1972446.0,2071454.0,True
568,568,OH,13,Christina Hagan,R,1,False,44.9,861723.0,820660.0,False
569,569,OH,14,David P Joyce,R,1,True,60.1,2917696.0,2501449.0,True
570,570,OH,14,Hillary O'Connor Mueri,D,1,False,39.9,579877.0,574646.0,False
571,571,OH,15,Steve Stivers,R,1,True,63.4,3004799.0,2293101.0,True
572,572,OH,15,Joel Newby,D,1,False,36.6,55797.0,55797.0,False
573,573,OH,16,Anthony Gonzalez,R,1,True,63.2,2338195.0,1839807.0,True
574,574,OH,16,Aaron Godfrey,D,1,False,36.8,60294.0,60430.0,False
575,575,OK,1,Kevin Hern,R,1,True,63.7,1094104.0,830366.0,True
576,576,OK,1,Kojo Asamoa-Caesar,D,1,False,32.7,157355.0,173928.0,False
577,577,OK,2,Markwayne Mullin,R,1,True,75.0,1660206.0,1077939.0,True
578,578,OK,2,Danyell Lanier,D,1,False,22.0,41730.0,41722.0,False
579,579,OK,3,Frank D Lucas,R,1,True,78.5,872749.0,1036145.0,True
580,580,OK,4,Tom Cole,R,1,True,67.8,1812530.0,1753697.0,True
581,581,OK,4,Mary Brannon,D,1,False,28.8,-2084.0,1599.0,False
582,582,OK,5,Kendra Horn,D,1,False,47.9,5949800.0,5946195.0,True
583,583,OK,5,Stephanie Bice,R,1,True,52.1,3720520.0,3508929.0,False
584,584,OR,1,Suzanne Bonamici,D,1,True,64.6,959223.0,864627.0,True
585,585,OR,1,Chris Christensen,R,1,False,35.2,144.0,672.0,False
586,586,OR,2,Cliff Bentz,R,1,True,60.0,1450780.0,1361727.0,True
587,587,OR,2,Alex Spenser,D,1,False,36.9,20640.0,5089.0,False
588,588,OR,3,Earl Blumenauer,D,1,True,73.0,1813365.0,1948453.0,True
589,589,OR,3,Joanna Harbour,R,1,False,23.5,17681.0,14502.0,False
590,590,OR,4,Peter DeFazio,D,1,True,51.6,5182843.0,5781074.0,True
591,591,OR,4,Alek Skarlatos,R,1,False,46.2,5454621.0,5331264.0,False
592,592,OR,5,Kurt Schrader,D,1,True,51.9,2018692.0,1922073.0,True
593,593,OR,5,Amy Ryan Courser,R,1,False,45.2,231624.0,221041.0,False
594,594,PA,1,Brian Fitzpatrick,R,1,True,58.7,4203825.0,4272135.0,True
595,595,PA,1,Christina Finello,D,1,False,41.3,2336814.0,2329748.0,False
596,596,PA,2,Brendan Boyle,D,1,True,65.1,1556650.0,756317.0,True
597,597,PA,3,Dwight Evans,D,1,True,87.5,942386.0,781265.0,True
598,598,PA,4,Madeleine Dean,D,1,True,56.0,1435995.0,1005928.0,True
599,599,PA,4,Kathy Barnette,R,1,False,44.0,1000389.0,884640.0,False
600,600,PA,5,Mary Gay Scanlon,D,1,True,60.3,1455042.0,1350276.0,True
601,601,PA,5,Dasha Pruett,R,1,False,39.7,105146.0,82437.0,False
602,602,PA,6,Chrissy Houlahan,D,1,True,54.7,3484484.0,1327283.0,True
603,603,PA,6,John Emmons,R,1,False,45.3,608859.0,601390.0,False
604,604,PA,7,Susan Wild,D,1,True,51.7,4581056.0,4528267.0,True
605,605,PA,8,Matt Cartwright,D,1,True,51.7,3885136.0,4144070.0,True
606,606,PA,8,Jim Bognet,R,1,False,48.3,1519527.0,1386040.0,False
607,607,PA,9,Dan Meuser,R,1,True,68.2,1071961.0,944010.0,True
608,608,PA,9,Gary Wegman,D,1,False,31.8,188787.0,187348.0,False
609,609,PA,10,Scott Perry,R,1,False,53.4,3956481.0,3839197.0,False
610,610,PA,10,Eugene DePasquale,D,1,False,46.6,4534580.0,4526684.0,True
611,611,PA,11,Lloyd Smucker,R,1,True,69.2,1349318.0,662704.0,True
612,612,PA,11,Sarah Hammond,D,1,False,30.8,28733.0,23458.0,False
613,613,PA,12,Fred Keller,R,1,True,71.8,1541938.0,1066158.0,True
614,614,PA,12,Lee Griffin,D,1,False,28.2,45850.0,44571.0,False
615,615,PA,13,John Joyce,R,1,True,79.0,1119769.0,461229.0,True
616,616,PA,13,Todd Rowley,D,1,False,21.0,60348.0,67527.0,False
617,617,PA,14,Guy Reschenthaler,R,1,True,67.8,2250282.0,1580488.0,True
618,618,PA,14,Bill Marx,D,1,False,32.2,60403.0,45959.0,False
619,619,PA,15,Glenn Thompson,R,1,True,76.3,1700061.0,1839073.0,True
620,620,PA,16,Mike Kelly,R,1,True,67.2,2239488.0,1319340.0,True
621,621,PA,16,Kristy Gnibus,D,1,False,32.8,584205.0,579453.0,False
622,622,PA,17,Conor Lamb,D,1,True,51.1,4063114.0,3448850.0,False
623,623,PA,17,Sean Parnell,R,1,False,48.9,3935774.0,3732399.0,True
624,624,PA,18,Mike Doyle,D,1,True,64.6,1008711.0,999692.0,True
625,625,PA,18,Luke Negron,R,1,False,35.4,57714.0,51666.0,False
626,626,RI,1,David Cicilline,D,1,True,70.8,1574854.0,1743173.0,True
627,627,RI,2,Jim Langevin,D,1,True,58.2,1102312.0,1422339.0,True
628,628,RI,2,Bob Lancia,R,1,False,41.5,55549.0,47877.0,False
629,629,SC,1,Joe Cunningham,D,1,False,49.3,6941746.0,6993962.0,True
630,630,SC,1,Nancy Mace,R,1,True,50.6,5766726.0,5707239.0,False
631,631,SC,2,Joe Wilson,R,1,True,55.7,1648065.0,1723956.0,False
632,632,SC,2,Adair Boroughs,D,1,False,42.6,2510526.0,2507664.0,True
633,633,SC,3,Jeff Duncan,R,1,True,71.2,1509647.0,1271872.0,True
634,634,SC,3,Hosea Cleveland,D,1,False,28.7,43214.0,45107.0,False
635,635,SC,4,William Timmons,R,1,True,61.6,977784.0,982233.0,True
636,636,SC,4,Kim Nelson,D,1,False,36.9,167825.0,167508.0,False
637,637,SC,5,Ralph Norman,R,1,True,60.1,991246.0,859747.0,True
638,638,SC,5,Moe Brown,D,1,False,39.9,480648.0,477295.0,False
639,639,SD,1,Dusty Johnson,R,1,True,81.8,1693504.0,699356.0,True
640,640,TN,1,Diana Harshbarger,R,1,True,74.8,2126946.0,1869100.0,True
641,641,TN,1,Blair Nicole Walsingham,D,1,False,22.4,140209.0,134995.0,False
642,642,TN,2,Tim Burchett,R,1,True,67.7,1336276.0,878488.0,True
643,643,TN,2,Renee Hoyos,D,1,False,31.0,812784.0,816793.0,False
644,644,TN,3,Chuck Fleischmann,R,1,True,67.3,1051653.0,381411.0,True
645,645,TN,3,Meg Gorman,D,1,False,30.5,85843.0,77760.0,False
646,646,TN,4,Scott Desjarlais,R,1,True,66.7,331464.0,392499.0,True
647,647,TN,4,Christopher Hale,D,1,False,33.3,308731.0,302996.0,False
648,648,TN,5,Jim Cooper,D,1,True,100.0,936569.0,1332131.0,True
649,649,TN,6,John Rose,R,1,True,73.7,1050429.0,625688.0,True
650,650,TN,7,Mark Green,R,1,True,69.9,1194960.0,935487.0,True
651,651,TN,7,Kiran Sreepada,D,1,False,27.3,206644.0,207191.0,False
652,652,TN,7,Ronald Brown,I,1,False,2.2,1750.0,0.0,False
653,653,TN,7,Scott Vieira Jr,I,1,False,0.6,655.0,1049.0,False
654,654,TN,8,David Kustoff,R,1,True,68.5,1641217.0,999285.0,True
655,655,TN,8,Erika Stotts Pearson,D,1,False,29.5,19070.0,15883.0,False
656,656,TN,9,Steve Cohen,D,1,True,77.4,607570.0,457311.0,True
657,657,TN,9,Charlotte Bergmann,R,1,False,20.1,99147.0,100532.0,False
658,658,TN,9,Dennis Clark,I,1,False,1.6,9991.0,9919.0,False
659,659,TX,1,Louie Gohmert,R,1,True,72.6,552915.0,580441.0,False
660,660,TX,1,Hank Gilbert,D,1,False,27.4,968155.0,734411.0,True
661,661,TX,2,Dan Crenshaw,R,1,True,55.6,19427865.0,17596329.0,True
662,662,TX,2,Sima Ladjevardian,D,1,False,42.8,3832697.0,3825287.0,False
663,663,TX,3,Van Taylor,R,1,True,55.1,2655327.0,2825378.0,True
664,664,TX,3,Helane Seikaly,D,1,False,42.9,1635185.0,1634843.0,False
665,665,TX,4,Patrick Fallon,R,1,True,75.1,257174.0,95065.0,True
666,666,TX,4,Tracy Shawn Jones,I,1,False,0.4,13002.0,10595.0,False
667,667,TX,5,Lance Gooden,R,1,True,62.0,1610327.0,1311983.0,True
668,668,TX,5,Carolyn Salter,D,1,False,35.9,317848.0,289112.0,False
669,669,TX,6,Ron Wright,R,1,True,52.8,912134.0,907693.0,True
670,670,TX,6,Stephen Daniel,D,1,False,44.0,680402.0,677568.0,False
671,671,TX,7,Lizzie Fletcher,D,1,True,50.8,6265165.0,6246136.0,False
672,672,TX,7,Wesley Hunt,R,1,False,47.5,7524064.0,7300122.0,True
673,673,TX,8,Kevin Brady,R,1,True,72.5,3570477.0,3190447.0,True
674,674,TX,8,Elizabeth Hernandez,D,1,False,25.5,17227.0,14981.0,False
675,675,TX,9,Al Green,D,1,True,75.5,460332.0,486155.0,True
676,676,TX,9,Johnny Teague,R,1,False,21.6,89965.0,88366.0,False
677,677,TX,10,Michael McCaul,R,1,True,52.5,3856477.0,3910930.0,True
