,State,District,Name,Party,Incumbent,Winner,Vote Percentage,Raised,Spent
127,CA,50,Darrell Issa,R,False,True,54.0,"$11,239,670","$10,947,106"
128,CA,50,Ammar Campa-Najjar,D,False,False,46.0,"$6,248,210","$6,247,762"
129,CA,51,Juan Vargas,D,True,True,68.3,"$799,734","$801,671"
130,CA,51,Juan Hidalgo,R,False,False,31.7,"$83,730","$81,182"
131,CA,52,Scott Peters,D,True,True,61.6,"$1,911,791","$2,131,849"
132,CA,52,James Debello,R,False,False,38.4,"$233,464","$224,630"
133,CA,53,Sara Jacobs,D,False,True,59.5,"$7,678,363","$7,586,186"
134,CA,53,Georgette Gomez,D,False,False,40.5,"$1,691,794","$1,663,252"
135,CO,01,Diana DeGette,D,True,True,73.7,"$1,201,026","$1,077,130"
136,CO,02,Joseph Neguse,D,True,True,61.5,"$1,353,325","$674,602"
137,CO,02,Charles Winn,R,False,False,35.4,"$98,338","$98,338"
138,CO,03,Diane Mitsch Bush,D,False,False,45.2,"$5,008,274","$4,984,238"
139,CO,03,Lauren Boebert,R,False,True,51.4,"$2,989,510","$2,632,716"
140,CO,04,Ken Buck,R,True,True,60.1,"$478,984","$539,393"
141,CO,04,Ike McCorkle,D,False,False,36.1,"$369,871","$217,398"
142,CO,05,Doug Lamborn,R,True,True,57.6,"$540,712","$329,011"
143,CO,05,Jillian Freeland,D,False,False,37.4,"$185,255","$175,548"
144,CO,06,Jason Crow,D,True,True,57.1,"$4,136,137","$2,892,443"
145,CO,06,Steven House,R,False,False,40.0,"$1,200,056","$1,198,044"
146,CO,07,Ed Perlmutter,D,True,True,59.1,"$1,632,262","$1,339,482"
147,CO,07,Casper Stockham,R,False,False,37.6,"$147,872","$147,872"
148,CT,01,John Larson,D,True,True,63.7,"$1,377,238","$1,323,690"
149,CT,01,Mary Fay,R,False,False,35.0,"$26,836","$25,118"
150,CT,02,Joe Courtney,D,True,True,59.4,"$964,731","$999,360"
151,CT,02,Justin Anderson,R,False,False,38.2,"$80,227","$78,767"
152,CT,03,Rosa DeLauro,D,True,True,58.7,"$1,938,999","$1,795,635"
153,CT,03,Margaret Streicker,R,False,False,39.8,"$1,839,080","$1,835,385"
154,CT,04,Jim Himes,D,True,True,62.3,"$1,612,935","$2,180,029"
155,CT,04,Jonathan Riddle,R,False,False,36.2,"$31,591","$17,385"
156,CT,05,Jahana Hayes,D,True,True,55.1,"$2,037,826","$1,564,685"
157,CT,05,David Sullivan,R,False,False,43.5,"$397,395","$397,370"
