,State,District,Name,Party,Incumbent,Winner,Vote Percentage,Raised,Spent
377,MI,06,Fred Upton,R,True,True,55.8,"$3,616,380","$3,464,617"
378,MI,06,Jon Hoadley,D,False,False,40.1,"$3,116,491","$3,098,366"
379,MI,07,Tim Walberg,R,True,True,58.8,"$2,301,635","$1,586,358"
380,MI,07,Gretchen Driskell,D,False,False,41.3,"$1,712,840","$1,712,840"
381,MI,08,Elissa Slotkin,D,True,True,50.9,"$8,967,420","$7,419,974"
382,MI,08,Paul Junge,R,False,False,47.3,"$2,107,608","$2,097,131"
383,MI,09,Andy Levin,D,True,True,57.8,"$1,316,607","$907,237"
384,MI,10,Lisa McClain,R,False,True,66.3,"$2,266,287","$2,137,031"
385,MI,10,Kimberly Bizon,D,False,False,33.7,"$41,438","$41,246"
386,MI,11,Haley Stevens,D,True,True,50.2,"$5,776,924","$5,707,448"
387,MI,11,Eric Esshaki,R,False,False,47.8,"$1,298,612","$1,291,509"
388,MI,12,Debbie Dingell,D,True,True,66.4,"$1,630,498","$1,689,582"
389,MI,12,Jeff Jones,R,False,False,30.7,"$10,616","$9,657"
390,MI,13,Rashida Tlaib,D,True,True,77.9,"$4,014,411","$3,690,334"
391,MI,14,Brenda Lawrence,D,True,True,78.9,"$1,084,662","$789,570"
392,MI,14,Vance Patrick,R,False,False,18.7,"$39,670","$41,973"
393,MN,01,Jim Hagedorn,R,True,True,48.6,"$2,386,033","$2,305,994"
394,MN,01,Daniel Feehan,D,False,False,45.5,"$4,861,651","$4,863,835"
395,MN,02,Angie Craig,D,True,True,48.2,"$5,380,101","$4,435,492"
396,MN,02,Tyler Kistner,R,False,False,45.9,"$2,990,054","$2,956,042"
397,MN,03,Dean Phillips,D,True,True,55.6,"$2,328,616","$2,152,031"
398,MN,03,Kendall Qualls,R,False,False,44.3,"$1,863,927","$1,751,214"
399,MN,04,Betty McCollum,D,True,True,63.2,"$1,171,748","$994,072"
400,MN,04,Gene Rechtzigel,R,False,False,29.0,"$20,075","$20,075"
401,MN,05,Ilhan Omar,D,True,True,64.3,"$5,718,517","$5,605,576"
402,MN,05,Lacy Johnson,R,False,False,25.8,"$12,050,564","$12,000,896"
403,MN,06,Tom Emmer,R,True,True,65.5,"$2,804,265","$2,537,612"
404,MN,06,Tawnja Zahradka,D,False,False,34.3,"$49,242","$49,214"
405,MN,07,Collin Peterson,D,True,False,39.9,"$2,714,012","$2,867,577"
406,MN,07,Michelle Fischbach,R,False,True,53.4,"$2,618,450","$2,580,501"
407,MN,08,Pete Stauber,R,True,True,56.7,"$2,593,190","$2,608,759"
408,MN,08,Quinn Nystrom,D,False,False,37.6,"$1,530,606","$1,527,005"
409,MS,01,Trent Kelly,R,True,True,68.7,"$876,882","$826,673"
410,MS,01,Antonia Eliason,D,False,False,31.3,"$22,281","$18,174"
411,MS,02,Bennie G Thompson,D,True,True,66.0,"$1,377,392","$1,096,904"
412,MS,03,Michael Guest,R,True,True,64.7,"$766,807","$518,162"
413,MS,04,Steven Palazzo,R,True,True,100.0,"$817,129","$747,217"
414,MO,01,Cori Bush,D,False,True,78.8,"$1,418,014","$1,333,512"
415,MO,02,Ann Wagner,R,True,True,52.0,"$5,598,287","$6,513,101"
416,MO,02,Jill Schupp,D,False,False,45.4,"$4,850,948","$4,830,434"
417,MO,03,Blaine Luetkemeyer,R,True,True,69.4,"$2,022,905","$2,081,391"
418,MO,04,Vicky Hartzler,R,True,True,67.6,"$1,700,978","$1,335,607"
419,MO,04,Lindsey Simmons,D,False,False,29.7,"$395,934","$384,622"
420,MO,05,Emanuel Cleaver,D,True,True,58.5,"$1,393,847","$928,061"
421,MO,05,Ryan Derks,R,False,False,38.7,"$76,488","$76,488"
422,MO,06,Sam Graves,R,True,True,67.1,"$1,959,516","$1,654,756"
423,MO,06,Gena Ross,D,False,False,30.8,"$10,170","$10,530"
424,MO,07,Billy Long,R,True,True,68.7,"$1,320,420","$1,518,234"
425,MO,08,Jason Smith,R,True,True,76.9,"$1,900,227","$1,514,786"
426,MO,08,Kathryn Ellis,D,False,False,21.4,"$302,428","$305,387"
427,MT,01,Kathleen Williams,D,False,False,43.6,"$6,201,758","$6,232,286"
428,MT,01,Matt Rosendale,R,False,True,56.4,"$3,674,706","$3,488,045"
429,NE,01,Jeff Fortenberry,R,True,True,59.5,"$1,472,816","$2,458,330"
430,NE,01,Kate Bolz,D,False,False,37.7,"$1,143,509","$1,140,371"
431,NE,02,Don Bacon,R,True,True,50.6,"$3,749,272","$3,713,961"
432,NE,02,Kara Eastman,D,False,False,46.3,"$4,414,390","$4,468,006"
433,NE,03,Adrian Smith,R,True,True,78.5,"$1,506,473","$1,148,409"
434,NE,03,Mark Elworth Jr,D,False,False,17.7,$255,$0
435,NV,01,Dina Titus,D,True,True,61.8,"$706,193","$587,919"
436,NV,02,Mark Amodei,R,True,True,56.5,"$1,048,056","$1,016,673"
437,NV,02,Patricia Ackerman,D,False,False,40.7,"$449,363","$449,449"
438,NV,03,Susie Lee,D,True,True,48.8,"$4,748,019","$4,732,009"
439,NV,03,Dan Rodimer,R,False,False,45.8,"$2,936,059","$2,915,216"
440,NV,04,Steven Horsford,D,True,True,50.7,"$3,492,372","$3,024,427"
441,NV,04,Jim Marchant,R,False,False,45.8,"$1,462,772","$1,419,405"
442,NH,01,Chris Pappas,D,True,True,51.3,"$3,205,731","$3,105,663"
443,NH,01,Matt Mowers,R,False,False,46.2,"$1,707,214","$1,698,761"
444,NH,02,Ann Kuster,D,True,True,53.9,"$2,960,033","$2,970,274"
445,NH,02,Steve Negron,R,False,False,43.7,"$368,177","$378,959"
446,NJ,01,Don Norcross,D,True,True,62.5,"$2,221,989","$1,087,264"
447,NJ,01,Claire Gustafson,R,False,False,37.5,"$36,520","$21,761"
448,NJ,02,Jeff Van Drew,R,True,True,51.9,"$4,229,171","$4,041,493"
449,NJ,02,Amy Kennedy,D,False,False,46.2,"$4,984,376","$4,978,913"
450,NJ,03,Andy Kim,D,True,True,53.2,"$7,241,283","$6,753,262"
451,NJ,03,David Richter,R,False,False,45.5,"$1,473,669","$1,470,648"
452,NJ,04,Chris Smith,R,True,True,59.9,"$1,383,085","$1,284,522"
453,NJ,04,Stephanie Schmid,D,False,False,38.3,"$699,580","$658,011"
454,NJ,05,Josh Gottheimer,D,True,True,53.2,"$7,694,027","$3,487,964"
455,NJ,05,Frank Pallotta,R,False,False,45.6,"$1,972,033","$1,948,705"
456,NJ,05,Louis A. Vellucci,I,False,False,1.2,"$5,456","$5,342"
457,NJ,06,Frank Pallone Jr.,D,True,True,61.2,"$3,231,755","$2,021,737"
458,NJ,07,Tom Malinowski,D,True,True,50.6,"$7,414,403","$7,423,758"
459,NJ,07,Tom Kean,R,False,False,49.4,"$3,869,121","$3,775,442"
460,NJ,08,Albio Sires,D,True,True,74.0,"$605,810","$551,325"
461,NJ,09,Bill Pascrell Jr.,D,True,True,65.8,"$1,560,550","$1,795,410"
462,NJ,09,Billy Prempeh,R,False,False,31.9,"$44,269","$35,075"
463,NJ,10,Donald M Payne Jr.,D,True,True,83.3,"$593,735","$457,252"
464,NJ,11,Mikie Sherrill,D,True,True,53.3,"$6,419,707","$3,733,106"
465,NJ,11,Rosemary Becchi,R,False,False,46.7,"$1,687,532","$1,686,236"
466,NJ,12,Bonnie Watson Coleman,D,True,True,65.6,"$798,439","$840,651"
467,NJ,12,Mark Razzoli,R,False,False,32.6,"$3,065","$1,142"
468,NM,01,Debra Haaland,D,True,True,58.1,"$2,246,734","$1,875,766"
469,NM,01,Michelle Garcia Holmes,R,False,False,41.9,"$257,294","$245,590"
470,NM,02,Xochitl Torres Small,D,True,False,46.3,"$8,387,337","$8,539,065"
471,NM,02,Yvette Herrell,R,False,True,53.7,"$2,805,711","$2,921,785"
472,NM,03,Teresa Leger Fernandez,D,False,True,58.7,"$2,296,594","$2,132,010"
473,NM,03,Alexis Johnson,R,False,False,41.3,"$147,303","$147,303"
474,NY,01,Lee Zeldin,R,True,True,55.9,"$8,396,981","$8,250,116"
475,NY,01,Nancy Goroff,D,False,False,44.1,"$7,866,239","$7,860,977"
476,NY,02,Jackie Gordon,D,False,False,46.0,"$4,351,881","$4,334,484"
477,NY,02,Andrew Garbarino,R,False,True,52.9,"$1,743,986","$1,612,132"
478,NY,03,Tom Suozzi,D,True,True,53.2,"$2,941,006","$2,331,302"
479,NY,03,George Santos,R,False,False,46.2,"$658,883","$591,239"
480,NY,04,Kathleen Rice,D,True,True,52.0,"$1,106,258","$1,210,410"
481,NY,04,Douglas Tuman,R,False,False,47.3,"$134,937","$130,995"
482,NY,05,Gregory Meeks,D,True,True,99.0,"$2,097,572","$1,467,454"
483,NY,06,Grace Meng,D,True,True,62.6,"$1,292,084","$1,872,311"
484,NY,06,Thomas Zmich,R,False,False,37.4,"$133,403","$131,278"
485,NY,07,Nydia Velazquez,D,True,True,83.0,"$803,217","$676,248"
486,NY,08,Hakeem Jeffries,D,True,True,82.5,"$4,168,717","$3,293,077"
487,NY,09,Yvette Clarke,D,True,True,81.5,"$1,200,067","$1,190,143"
488,NY,10,Jerrold Nadler,D,True,True,68.5,"$1,848,688","$1,950,774"
489,NY,10,Cathy Bernstein,R,False,False,30.1,"$49,975","$28,384"
490,NY,11,Max Rose,D,True,False,42.0,"$9,284,434","$9,499,242"
491,NY,11,Nicole Malliotakis,R,False,True,57.8,"$3,469,995","$3,447,052"
492,NY,12,Carolyn Maloney,D,True,True,78.9,"$3,067,173","$3,059,202"
493,NY,13,Adriano Espaillat,D,True,True,86.0,"$1,087,237","$1,252,740"
494,NY,13,Lovelynn Gwinn,R,False,False,8.0,"$39,384","$39,384"
495,NY,14,Alexandria Ocasio-Cortez,D,True,True,68.7,"$20,664,795","$16,735,422"
496,NY,14,John C. Cummings,R,False,False,30.5,"$11,140,937","$10,947,758"
497,NY,15,Ritchie Torres,D,False,True,88.2,"$2,194,025","$1,804,336"
498,NY,16,Jamaal Bowman,D,False,True,82.9,"$2,878,898","$2,801,424"
499,NY,17,Mondaire Jones,D,False,True,54.1,"$2,984,052","$2,186,463"
500,NY,17,Maureen McArdle Schulman,R,False,False,39.8,"$54,732","$60,084"
501,NY,18,Sean Patrick Maloney,D,True,True,51.8,"$2,556,294","$1,718,525"
502,NY,18,Chele Farley,R,False,False,47.3,"$1,186,211","$1,152,124"
503,NY,18,Scott Smith,I,False,False,0.9,"$8,718","$8,403"
504,NY,19,Antonio Delgado,D,True,True,51.5,"$5,949,475","$2,963,286"
505,NY,19,Kyle Van De Water,R,False,False,45.9,"$153,796","$120,097"
506,NY,20,Paul Tonko,D,True,True,56.5,"$1,541,984","$1,418,994"
507,NY,20,Elizabeth Joy,R,False,False,43.4,"$370,852","$336,845"
508,NY,21,Elise Stefanik,R,True,True,64.4,"$13,287,248","$11,655,936"
509,NY,21,Tedra Cobb,D,False,False,35.6,"$5,586,793","$5,593,266"
510,NY,23,Tom Reed,R,True,True,57.7,"$3,275,177","$3,145,027"
511,NY,23,Tracy Mitrano,D,False,False,41.4,"$1,450,322","$1,466,128"
512,NY,24,John Katko,R,True,True,53.1,"$3,821,107","$3,597,234"
513,NY,24,Dana Balter,D,False,False,43.0,"$3,212,469","$3,230,808"
514,NY,25,Joseph D Morelle,D,True,True,59.3,"$1,375,366","$1,274,426"
515,NY,25,George Mitris,R,False,False,39.1,"$301,376","$279,047"
516,NY,26,Brian Higgins,D,True,True,69.8,"$1,124,168","$984,106"
517,NY,27,Chris Jacobs,R,True,True,59.7,"$2,147,101","$2,084,271"
518,NY,27,Nate McMurray,D,False,False,39.0,"$1,150,058","$1,097,111"
519,NC,01,G K Butterfield,D,True,True,54.2,"$1,032,869","$880,420"
520,NC,01,Sandy Smith,R,False,False,45.8,"$1,458,375","$1,437,805"
521,NC,02,Deborah Ross,D,False,True,63.0,"$2,268,381","$1,816,923"
522,NC,02,Alan Swain,R,False,False,34.8,"$119,664","$119,435"
523,NC,03,Greg Murphy,R,True,True,63.4,"$1,767,790","$1,505,559"
524,NC,04,David Price,D,True,True,67.3,"$1,161,738","$1,014,872"
525,NC,05,Virginia Foxx,R,True,True,66.9,"$1,858,388","$1,944,629"
526,NC,05,David Wilson Brown,D,False,False,31.1,"$61,596","$60,668"
527,NC,06,Kathy Manning,D,False,True,62.3,"$2,002,284","$1,695,596"
528,NC,06,Lee Haywood,R,False,False,37.7,"$73,878","$58,342"
529,NC,07,David Rouzer,R,True,True,60.3,"$1,628,458","$1,038,883"
530,NC,07,Christopher Ward,D,False,False,39.6,"$16,260","$4,119"
531,NC,08,Richard Hudson,R,True,True,53.3,"$4,135,872","$4,359,009"
532,NC,08,Patricia Timmons-Goodson,D,False,False,46.7,"$3,855,743","$3,852,668"
533,NC,09,Dan Bishop,R,True,True,55.6,"$4,090,260","$4,029,864"
534,NC,09,Cynthia Wallace,D,False,False,44.4,"$811,609","$794,300"
535,NC,10,Patrick McHenry,R,True,True,68.9,"$2,780,234","$2,339,363"
536,NC,10,David Parker,D,False,False,31.1,"$30,555","$30,555"
537,NC,11,Madison Cawthorn,R,False,True,54.5,"$4,478,970","$4,366,783"
538,NC,11,Moe Davis,D,False,False,42.3,"$2,251,413","$2,148,121"
539,NC,12,Alma Adams,D,True,True,100.0,"$824,124","$651,883"
540,NC,13,Ted Budd,R,True,True,68.2,"$2,294,174","$1,293,414"
541,NC,13,Scott Huffman,D,False,False,31.8,"$193,334","$189,967"
542,ND,01,Kelly Armstrong,R,True,True,69.0,"$1,269,346","$1,080,105"
543,ND,01,Zach Raknerud,D,False,False,27.6,"$28,047","$26,029"
544,OH,01,Steve Chabot,R,True,True,51.8,"$3,177,647","$2,861,464"
545,OH,01,Kate Schroder,D,False,False,44.7,"$4,040,303","$4,039,798"
546,OH,02,Brad Wenstrup,R,True,True,61.1,"$1,794,354","$1,757,078"
547,OH,02,Jaime Castle,D,False,False,38.9,"$284,197","$271,471"
548,OH,03,Joyce Beatty,D,True,True,70.8,"$2,237,887","$2,540,687"
549,OH,03,Nicholas Moss,I,False,False,0.0,"$1,258","$1,248"
550,OH,04,Jim Jordan,R,True,True,67.9,"$18,313,823","$12,945,651"
551,OH,05,Bob Latta,R,True,True,68.0,"$1,580,952","$1,477,090"
552,OH,05,Nick Rubando,D,False,False,32.0,"$249,319","$247,423"
553,OH,06,Bill Johnson,R,True,True,74.4,"$1,866,123","$1,853,361"
554,OH,06,Shawna Roberts,D,False,False,25.6,$262,$574
555,OH,07,Bob Gibbs,R,True,True,67.5,"$791,888","$453,928"
556,OH,07,Quentin Potter,D,False,False,29.2,"$12,976","$12,976"
557,OH,08,Warren Davidson,R,True,True,69.0,"$1,016,740","$841,533"
558,OH,08,Vanessa Enoch,D,False,False,31.0,"$40,270","$37,546"
559,OH,09,Marcy Kaptur,D,True,True,63.1,"$1,090,395","$979,798"
560,OH,09,Rob Weber,R,False,False,36.9,"$134,898","$123,262"
561,OH,10,Michael R Turner,R,True,True,58.4,"$1,752,255","$1,736,283"
562,OH,10,Desiree Tims,D,False,False,41.6,"$2,040,760","$2,024,010"
563,OH,11,Marcia Fudge,D,True,True,80.1,"$755,787","$499,820"
564,OH,11,Laverne Gore,R,False,False,20.0,"$157,044","$156,827"
565,OH,12,Troy Balderson,R,True,True,55.2,"$2,016,826","$1,995,665"
566,OH,12,Alaina Shearer,D,False,False,41.8,"$1,033,711","$1,025,410"
567,OH,13,Tim Ryan,D,True,True,52.5,"$1,972,446","$2,071,454"
568,OH,13,Christina Hagan,R,False,False,44.9,"$861,723","$820,660"
569,OH,14,David P Joyce,R,True,True,60.1,"$2,917,696","$2,501,449"
570,OH,14,Hillary O'Connor Mueri,D,False,False,39.9,"$579,877","$574,646"
571,OH,15,Steve Stivers,R,True,True,63.4,"$3,004,799","$2,293,101"
572,OH,15,Joel Newby,D,False,False,36.6,"$55,797","$55,797"
573,OH,16,Anthony Gonzalez,R,True,True,63.2,"$2,338,195","$1,839,807"
574,OH,16,Aaron Godfrey,D,False,False,36.8,"$60,294","$60,430"
575,OK,01,Kevin Hern,R,True,True,63.7,"$1,094,104","$830,366"
576,OK,01,Kojo Asamoa-Caesar,D,False,False,32.7,"$157,355","$173,928"
577,OK,02,Markwayne Mullin,R,True,True,75.0,"$1,660,206","$1,077,939"
578,OK,02,Danyell Lanier,D,False,False,22.0,"$41,730","$41,722"
579,OK,03,Frank D Lucas,R,True,True,78.5,"$872,749","$1,036,145"
580,OK,04,Tom Cole,R,True,True,67.8,"$1,812,530","$1,753,697"
581,OK,04,Mary Brannon,D,False,False,28.8,"-$2,084","$1,599"
582,OK,05,Kendra Horn,D,True,False,47.9,"$5,949,800","$5,946,195"
583,OK,05,Stephanie Bice,R,False,True,52.1,"$3,720,520","$3,508,929"
584,OR,01,Suzanne Bonamici,D,True,True,64.6,"$959,223","$864,627"
585,OR,01,Chris Christensen,R,False,False,35.2,$144,$672
586,OR,02,Cliff Bentz,R,False,True,60.0,"$1,450,780","$1,361,727"
587,OR,02,Alex Spenser,D,False,False,36.9,"$20,640","$5,089"
588,OR,03,Earl Blumenauer,D,True,True,73.0,"$1,813,365","$1,948,453"
589,OR,03,Joanna Harbour,R,False,False,23.5,"$17,681","$14,502"
590,OR,04,Peter DeFazio,D,True,True,51.6,"$5,182,843","$5,781,074"
591,OR,04,Alek Skarlatos,R,False,False,46.2,"$5,454,621","$5,331,264"
592,OR,05,Kurt Schrader,D,True,True,51.9,"$2,018,692","$1,922,073"
593,OR,05,Amy Ryan Courser,R,False,False,45.2,"$231,624","$221,041"
594,PA,01,Brian Fitzpatrick,R,True,True,58.7,"$4,203,825","$4,272,135"
595,PA,01,Christina Finello,D,False,False,41.3,"$2,336,814","$2,329,748"
596,PA,02,Brendan Boyle,D,True,True,65.1,"$1,556,650","$756,317"
597,PA,03,Dwight Evans,D,True,True,87.5,"$942,386","$781,265"
598,PA,04,Madeleine Dean,D,True,True,56.0,"$1,435,995","$1,005,928"
599,PA,04,Kathy Barnette,R,False,False,44.0,"$1,000,389","$884,640"
600,PA,05,Mary Gay Scanlon,D,True,True,60.3,"$1,455,042","$1,350,276"
601,PA,05,Dasha Pruett,R,False,False,39.7,"$105,146","$82,437"
602,PA,06,Chrissy Houlahan,D,True,True,54.7,"$3,484,484","$1,327,283"
603,PA,06,John Emmons,R,False,False,45.3,"$608,859","$601,390"
604,PA,07,Susan Wild,D,True,True,51.7,"$4,581,056","$4,528,267"
605,PA,08,Matt Cartwright,D,True,True,51.7,"$3,885,136","$4,144,070"
606,PA,08,Jim Bognet,R,False,False,48.3,"$1,519,527","$1,386,040"
607,PA,09,Dan Meuser,R,True,True,68.2,"$1,071,961","$944,010"
608,PA,09,Gary Wegman,D,False,False,31.8,"$188,787","$187,348"
609,PA,10,Scott Perry,R,True,False,53.4,"$3,956,481","$3,839,197"
610,PA,10,Eugene DePasquale,D,False,False,46.6,"$4,534,580","$4,526,684"
611,PA,11,Lloyd Smucker,R,True,True,69.2,"$1,349,318","$662,704"
612,PA,11,Sarah Hammond,D,False,False,30.8,"$28,733","$23,458"
613,PA,12,Fred Keller,R,True,True,71.8,"$1,541,938","$1,066,158"
614,PA,12,Lee Griffin,D,False,False,28.2,"$45,850","$44,571"
615,PA,13,John Joyce,R,True,True,79.0,"$1,119,769","$461,229"
616,PA,13,Todd Rowley,D,False,False,21.0,"$60,348","$67,527"
617,PA,14,Guy Reschenthaler,R,True,True,67.8,"$2,250,282","$1,580,488"
618,PA,14,Bill Marx,D,False,False,32.2,"$60,403","$45,959"
619,PA,15,Glenn Thompson,R,True,True,76.3,"$1,700,061","$1,839,073"
620,PA,16,Mike Kelly,R,True,True,67.2,"$2,239,488","$1,319,340"
621,PA,16,Kristy Gnibus,D,False,False,32.8,"$584,205","$579,453"
622,PA,17,Conor Lamb,D,True,True,51.1,"$4,063,114","$3,448,850"
623,PA,17,Sean Parnell,R,False,False,48.9,"$3,935,774","$3,732,399"
624,PA,18,Mike Doyle,D,True,True,64.6,"$1,008,711","$999,692"
625,PA,18,Luke Negron,R,False,False,35.4,"$57,714","$51,666"
626,RI,01,David Cicilline,D,True,True,70.8,"$1,574,854","$1,743,173"
627,RI,02,Jim Langevin,D,True,True,58.2,"$1,102,312","$1,422,339"
628,RI,02,Bob Lancia,R,False,False,41.5,"$55,549","$47,877"
629,SC,01,Joe Cunningham,D,True,False,49.3,"$6,941,746","$6,993,962"
630,SC,01,Nancy Mace,R,False,True,50.6,"$5,766,726","$5,707,239"
631,SC,02,Joe Wilson,R,True,True,55.7,"$1,648,065","$1,723,956"
632,SC,02,Adair Boroughs,D,False,False,42.6,"$2,510,526","$2,507,664"
633,SC,03,Jeff Duncan,R,True,True,71.2,"$1,509,647","$1,271,872"
634,SC,03,Hosea Cleveland,D,False,False,28.7,"$43,214","$45,107"
635,SC,04,William Timmons,R,True,True,61.6,"$977,784","$982,233"
636,SC,04,Kim Nelson,D,False,False,36.9,"$167,825","$167,508"
637,SC,05,Ralph Norman,R,True,True,60.1,"$991,246","$859,747"
638,SC,05,Moe Brown,D,False,False,39.9,"$480,648","$477,295"
639,SD,01,Dusty Johnson,R,True,True,81.8,"$1,693,504","$699,356"
640,TN,01,Diana Harshbarger,R,False,True,74.8,"$2,126,946","$1,869,100"
641,TN,01,Blair Nicole Walsingham,D,False,False,22.4,"$140,209","$134,995"
642,TN,02,Tim Burchett,R,True,True,67.7,"$1,336,276","$878,488"
643,TN,02,Renee Hoyos,D,False,False,31.0,"$812,784","$816,793"
644,TN,03,Chuck Fleischmann,R,True,True,67.3,"$1,051,653","$381,411"
645,TN,03,Meg Gorman,D,False,False,30.5,"$85,843","$77,760"
646,TN,04,Scott Desjarlais,R,True,True,66.7,"$331,464","$392,499"
647,TN,04,Christopher Hale,D,False,False,33.3,"$308,731","$302,996"
648,TN,05,Jim Cooper,D,True,True,100.0,"$936,569","$1,332,131"
649,TN,06,John Rose,R,True,True,73.7,"$1,050,429","$625,688"
650,TN,07,Mark Green,R,True,True,69.9,"$1,194,960","$935,487"
651,TN,07,Kiran Sreepada,D,False,False,27.3,"$206,644","$207,191"
652,TN,07,Ronald Brown,I,False,False,2.2,"$1,750",$0
653,TN,07,Scott Vieira Jr,I,False,False,0.6,$655,"$1,049"
654,TN,08,David Kustoff,R,True,True,68.5,"$1,641,217","$999,285"
655,TN,08,Erika Stotts Pearson,D,False,False,29.5,"$19,070","$15,883"
656,TN,09,Steve Cohen,D,True,True,77.4,"$607,570","$457,311"
657,TN,09,Charlotte Bergmann,R,False,False,20.1,"$99,147","$100,532"
658,TN,09,Dennis Clark,I,False,False,1.6,"$9,991","$9,919"
659,TX,01,Louie Gohmert,R,True,True,72.6,"$552,915","$580,441"
660,TX,01,Hank Gilbert,D,False,False,27.4,"$968,155","$734,411"
661,TX,02,Dan Crenshaw,R,True,True,55.6,"$19,427,865","$17,596,329"
662,TX,02,Sima Ladjevardian,D,False,False,42.8,"$3,832,697","$3,825,287"
663,TX,03,Van Taylor,R,True,True,55.1,"$2,655,327","$2,825,378"
664,TX,03,Helane Seikaly,D,False,False,42.9,"$1,635,185","$1,634,843"
665,TX,04,Patrick Fallon,R,False,True,75.1,"$257,174","$95,065"
666,TX,04,Tracy Shawn Jones,I,False,False,0.4,"$13,002","$10,595"
667,TX,05,Lance Gooden,R,True,True,62.0,"$1,610,327","$1,311,983"
668,TX,05,Carolyn Salter,D,False,False,35.9,"$317,848","$289,112"
669,TX,06,Ron Wright,R,True,True,52.8,"$912,134","$907,693"
670,TX,06,Stephen Daniel,D,False,False,44.0,"$680,402","$677,568"
671,TX,07,Lizzie Fletcher,D,True,True,50.8,"$6,265,165","$6,246,136"
672,TX,07,Wesley Hunt,R,False,False,47.5,"$7,524,064","$7,300,122"
673,TX,08,Kevin Brady,R,True,True,72.5,"$3,570,477","$3,190,447"
674,TX,08,Elizabeth Hernandez,D,False,False,25.5,"$17,227","$14,981"
675,TX,09,Al Green,D,True,True,75.5,"$460,332","$486,155"
676,TX,09,Johnny Teague,R,False,False,21.6,"$89,965","$88,366"
677,TX,10,Michael McCaul,R,True,True,52.5,"$3,856,477","$3,910,930"
678,TX,10,Mike Siegel,D,False,False,45.4,"$2,873,926","$2,829,765"
679,TX,11,August Pfluger,R,False,True,79.7,"$2,578,540","$1,984,134"
680,TX,11,Jon Mark Hogg,D,False,False,18.3,"$137,730","$135,141"
681,TX,12,Kay Granger,R,True,True,63.7,"$3,161,288","$3,271,815"
682,TX,12,Lisa Welch,D,False,False,33.0,"$98,465","$98,475"
683,TX,13,Ronny Jackson,R,False,True,79.4,"$2,128,271","$1,741,132"
684,TX,13,Gus Trujillo,D,False,False,18.5,"$22,826","$18,820"
685,TX,14,Randy Weber,R,True,True,61.6,"$936,202","$924,659"
686,TX,14,Adrienne Bell,D,False,False,38.4,"$244,754","$240,934"
687,TX,15,Vicente Gonzalez,D,True,True,50.5,"$1,008,381","$657,500"
688,TX,15,Monica De La Cruz,R,False,False,47.6,"$344,893","$338,832"
689,TX,16,Veronica Escobar,D,True,True,64.7,"$1,135,549","$1,087,693"
690,TX,16,Irene Armendariz-Jackson,R,False,False,35.3,"$168,997","$153,671"
691,TX,17,Pete Sessions,R,False,True,55.9,"$1,447,958","$1,658,637"
692,TX,17,Rick Kennedy,D,False,False,40.9,"$200,668","$202,096"
693,TX,18,Sheila Jackson Lee,D,True,True,73.3,"$924,480","$838,414"
694,TX,18,Wendell Champion,R,False,False,23.5,"$305,645","$271,278"
695,TX,19,Jodey Arrington,R,True,True,74.8,"$2,497,184","$1,932,700"
696,TX,19,Tom Watson,D,False,False,22.9,"$49,405","$60,806"
697,TX,20,Joaquin Castro,D,True,True,64.7,"$674,061","$686,934"
698,TX,20,Mauro Garza,R,False,False,33.1,"$263,293","$240,930"
699,TX,21,Chip Roy,R,True,True,52.0,"$5,005,639","$4,679,362"
700,TX,21,Wendy Davis,D,False,False,45.4,"$10,263,486","$10,201,874"
701,TX,22,Sri Kulkarni,D,False,False,44.6,"$5,639,061","$5,630,098"
702,TX,22,Troy Nehls,R,False,True,51.5,"$1,806,655","$1,787,448"
703,TX,23,Gina Ortiz Jones,D,False,False,46.6,"$6,755,222","$6,842,440"
704,TX,23,Tony Gonzales,R,False,True,50.5,"$2,797,133","$2,764,108"
705,TX,24,Candace Valenzuela,D,False,False,47.5,"$4,886,999","$4,875,031"
706,TX,24,Beth Van Duyne,R,False,True,48.8,"$3,410,852","$3,342,442"
707,TX,24,Stephen Kuzmich,I,False,False,1.2,"$175,504","$201,332"
708,TX,24,Mark Bauer,I,False,False,0.9,"$26,342","$26,542"
709,TX,25,Roger Williams,R,True,True,55.9,"$2,435,121","$3,347,267"
710,TX,25,Julie Oliver,D,False,False,42.1,"$2,190,347","$2,176,319"
711,TX,26,Michael Burgess,R,True,True,60.6,"$1,806,588","$2,081,391"
712,TX,26,Carol Iannuzzi,D,False,False,37.3,"$95,937","$95,937"
713,TX,27,Michael Cloud,R,True,True,63.1,"$1,014,427","$829,748"
714,TX,27,Ricardo De La Fuente,D,False,False,34.9,"$312,096","$312,096"
715,TX,28,Henry Cuellar,D,True,True,58.3,"$2,655,317","$3,650,848"
716,TX,28,Sandra Whitten,R,False,False,39.0,"$24,760","$27,354"
717,TX,29,Sylvia Garcia,D,True,True,71.1,"$818,984","$758,382"
718,TX,29,Jaimy Blanco,R,False,False,27.4,"$4,378",$0
719,TX,30,Eddie Bernice Johnson,D,True,True,77.5,"$589,096","$494,547"
720,TX,30,Tre Pennie,R,False,False,18.4,"$311,109","$305,446"
721,TX,31,John Carter,R,True,True,53.4,"$2,160,187","$2,214,487"
722,TX,31,Donna Imam,D,False,False,44.3,"$1,035,222","$1,035,272"
723,TX,32,Colin Allred,D,True,True,52.0,"$5,667,725","$5,611,747"
