State,District,Name,Party,Incumbent,Winner,Vote Percentage,Raised,Spent,Max Raised Candidate,Max Spent Candidate,Money_Difference
OH,14,David P Joyce,R,True,True,60.1,2917696.0,2501449.0,True,True,416247.0
OH,15,Steve Stivers,R,True,True,63.4,3004799.0,2293101.0,True,True,711698.0
OH,16,Anthony Gonzalez,R,True,True,63.2,2338195.0,1839807.0,True,True,498388.0
OK,1,Kevin Hern,R,True,True,63.7,1094104.0,830366.0,True,True,263738.0
OK,2,Markwayne Mullin,R,True,True,75.0,1660206.0,1077939.0,True,True,582267.0
OK,3,Frank D Lucas,R,True,True,78.5,872749.0,1036145.0,True,True,-163396.0
OK,4,Tom Cole,R,True,True,67.8,1812530.0,1753697.0,True,True,58833.0
OK,5,Stephanie Bice,R,False,True,52.1,3720520.0,3508929.0,False,False,211591.0
OR,1,Suzanne Bonamici,D,True,True,64.6,959223.0,864627.0,True,True,94596.0
OR,2,Cliff Bentz,R,False,True,60.0,1450780.0,1361727.0,True,True,89053.0
OR,3,Earl Blumenauer,D,True,True,73.0,1813365.0,1948453.0,True,True,-135088.0
OR,4,Peter DeFazio,D,True,True,51.6,5182843.0,5781074.0,False,True,-598231.0
OR,5,Kurt Schrader,D,True,True,51.9,2018692.0,1922073.0,True,True,96619.0
PA,1,Brian Fitzpatrick,R,True,True,58.7,4203825.0,4272135.0,True,True,-68310.0
PA,2,Brendan Boyle,D,True,True,65.1,1556650.0,756317.0,True,True,800333.0
PA,3,Dwight Evans,D,True,True,87.5,942386.0,781265.0,True,True,161121.0
PA,4,Madeleine Dean,D,True,True,56.0,1435995.0,1005928.0,True,True,430067.0
PA,5,Mary Gay Scanlon,D,True,True,60.3,1455042.0,1350276.0,True,True,104766.0
PA,6,Chrissy Houlahan,D,True,True,54.7,3484484.0,1327283.0,True,True,2157201.0
PA,7,Susan Wild,D,True,True,51.7,4581056.0,4528267.0,True,True,52789.0
PA,8,Matt Cartwright,D,True,True,51.7,3885136.0,4144070.0,True,True,-258934.0
PA,9,Dan Meuser,R,True,True,68.2,1071961.0,944010.0,True,True,127951.0
PA,11,Lloyd Smucker,R,True,True,69.2,1349318.0,662704.0,True,True,686614.0
PA,12,Fred Keller,R,True,True,71.8,1541938.0,1066158.0,True,True,475780.0
PA,13,John Joyce,R,True,True,79.0,1119769.0,461229.0,True,True,658540.0
PA,14,Guy Reschenthaler,R,True,True,67.8,2250282.0,1580488.0,True,True,669794.0
PA,15,Glenn Thompson,R,True,True,76.3,1700061.0,1839073.0,True,True,-139012.0
PA,16,Mike Kelly,R,True,True,67.2,2239488.0,1319340.0,True,True,920148.0
PA,17,Conor Lamb,D,True,True,51.1,4063114.0,3448850.0,True,False,614264.0
PA,18,Mike Doyle,D,True,True,64.6,1008711.0,999692.0,True,True,9019.0
RI,1,David Cicilline,D,True,True,70.8,1574854.0,1743173.0,True,True,-168319.0
RI,2,Jim Langevin,D,True,True,58.2,1102312.0,1422339.0,True,True,-320027.0
SC,1,Nancy Mace,R,False,True,50.6,5766726.0,5707239.0,False,False,59487.0
SC,2,Joe Wilson,R,True,True,55.7,1648065.0,1723956.0,False,False,-75891.0
SC,3,Jeff Duncan,R,True,True,71.2,1509647.0,1271872.0,True,True,237775.0
SC,4,William Timmons,R,True,True,61.6,977784.0,982233.0,True,True,-4449.0
SC,5,Ralph Norman,R,True,True,60.1,991246.0,859747.0,True,True,131499.0
SD,1,Dusty Johnson,R,True,True,81.8,1693504.0,699356.0,True,True,994148.0
TN,1,Diana Harshbarger,R,False,True,74.8,2126946.0,1869100.0,True,True,257846.0
TN,2,Tim Burchett,R,True,True,67.7,1336276.0,878488.0,True,True,457788.0
TN,3,Chuck Fleischmann,R,True,True,67.3,1051653.0,381411.0,True,True,670242.0
TN,4,Scott Desjarlais,R,True,True,66.7,331464.0,392499.0,True,True,-61035.0
TN,5,Jim Cooper,D,True,True,100.0,936569.0,1332131.0,True,True,-395562.0
TN,6,John Rose,R,True,True,73.7,1050429.0,625688.0,True,True,424741.0
TN,7,Mark Green,R,True,True,69.9,1194960.0,935487.0,True,True,259473.0
TN,8,David Kustoff,R,True,True,68.5,1641217.0,999285.0,True,True,641932.0
TN,9,Steve Cohen,D,True,True,77.4,607570.0,457311.0,True,True,150259.0
TX,1,Louie Gohmert,R,True,True,72.6,552915.0,580441.0,False,False,-27526.0
TX,2,Dan Crenshaw,R,True,True,55.6,19427865.0,17596329.0,True,True,1831536.0
TX,3,Van Taylor,R,True,True,55.1,2655327.0,2825378.0,True,True,-170051.0
TX,4,Patrick Fallon,R,False,True,75.1,257174.0,95065.0,True,True,162109.0
TX,5,Lance Gooden,R,True,True,62.0,1610327.0,1311983.0,True,True,298344.0
TX,6,Ron Wright,R,True,True,52.8,912134.0,907693.0,True,True,4441.0
TX,7,Lizzie Fletcher,D,True,True,50.8,6265165.0,6246136.0,False,False,19029.0
TX,8,Kevin Brady,R,True,True,72.5,3570477.0,3190447.0,True,True,380030.0
TX,9,Al Green,D,True,True,75.5,460332.0,486155.0,True,True,-25823.0
TX,10,Michael McCaul,R,True,True,52.5,3856477.0,3910930.0,True,True,-54453.0
TX,11,August Pfluger,R,False,True,79.7,2578540.0,1984134.0,True,True,594406.0
TX,12,Kay Granger,R,True,True,63.7,3161288.0,3271815.0,True,True,-110527.0
TX,13,Ronny Jackson,R,False,True,79.4,2128271.0,1741132.0,True,True,387139.0
TX,14,Randy Weber,R,True,True,61.6,936202.0,924659.0,True,True,11543.0
TX,15,Vicente Gonzalez,D,True,True,50.5,1008381.0,657500.0,True,True,350881.0
TX,16,Veronica Escobar,D,True,True,64.7,1135549.0,1087693.0,True,True,47856.0
TX,17,Pete Sessions,R,False,True,55.9,1447958.0,1658637.0,True,True,-210679.0
TX,18,Sheila Jackson Lee,D,True,True,73.3,924480.0,838414.0,True,True,86066.0
TX,19,Jodey Arrington,R,True,True,74.8,2497184.0,1932700.0,True,True,564484.0
TX,20,Joaquin Castro,D,True,True,64.7,674061.0,686934.0,True,True,-12873.0
TX,21,Chip Roy,R,True,True,52.0,5005639.0,4679362.0,False,False,326277.0
TX,22,Troy Nehls,R,False,True,51.5,1806655.0,1787448.0,False,False,19207.0
TX,23,Tony Gonzales,R,False,True,50.5,2797133.0,2764108.0,False,False,33025.0
TX,24,Beth Van Duyne,R,False,True,48.8,3410852.0,3342442.0,False,False,68410.0
TX,25,Roger Williams,R,True,True,55.9,2435121.0,3347267.0,True,True,-912146.0
TX,26,Michael Burgess,R,True,True,60.6,1806588.0,2081391.0,True,True,-274803.0
TX,27,Michael Cloud,R,True,True,63.1,1014427.0,829748.0,True,True,184679.0
TX,28,Henry Cuellar,D,True,True,58.3,2655317.0,3650848.0,True,True,-995531.0
TX,29,Sylvia Garcia,D,True,True,71.1,818984.0,758382.0,True,True,60602.0
TX,30,Eddie Bernice Johnson,D,True,True,77.5,589096.0,494547.0,True,True,94549.0
TX,31,John Carter,R,True,True,53.4,2160187.0,2214487.0,True,True,-54300.0
TX,32,Colin Allred,D,True,True,52.0,5667725.0,5611747.0,False,False,55978.0
TX,33,Marc Veasey,D,True,True,66.8,1621929.0,1613446.0,True,True,8483.0
TX,34,Filemon Vela,D,True,True,55.4,983026.0,1024180.0,True,True,-41154.0
TX,35,Lloyd Doggett,D,True,True,65.4,1336576.0,424804.0,True,True,911772.0
TX,36,Brian Babin,R,True,True,73.6,1345351.0,1297185.0,True,True,48166.0
UT,1,Blake Moore,R,False,True,69.6,844377.0,816015.0,True,True,28362.0
UT,2,Chris Stewart,R,True,True,59.0,835139.0,812462.0,True,True,22677.0
UT,3,John Curtis,R,True,True,68.8,874311.0,687265.0,True,True,187046.0
UT,4,Burgess Owens,R,False,True,47.7,5129475.0,5049146.0,False,False,80329.0
VT,1,Peter Welch,D,True,True,64.4,847320.0,865252.0,True,True,-17932.0
VA,1,Rob Wittman,R,True,True,58.5,1969785.0,2140375.0,True,True,-170590.0
VA,2,Elaine Luria,D,True,True,51.6,6522276.0,6387474.0,True,True,134802.0
VA,3,Bobby Scott,D,True,True,68.4,873126.0,832419.0,True,True,40707.0
VA,4,Donald McEachin,D,True,True,61.6,961412.0,963788.0,True,True,-2376.0
VA,5,Bob Good,R,False,True,52.4,1373867.0,1323530.0,False,False,50337.0
VA,6,Ben Cline,R,True,True,64.6,892955.0,672928.0,True,True,220027.0
VA,7,Abigail Spanberger,D,True,True,50.8,8387680.0,7852213.0,True,True,535467.0
VA,8,Don Beyer,D,True,True,75.8,1729482.0,2071906.0,True,True,-342424.0
VA,9,Morgan Griffith,R,True,True,94.0,873612.0,463916.0,True,True,409696.0
VA,10,Jennifer Wexton,D,True,True,56.5,3855331.0,1772250.0,True,True,2083081.0
VA,11,Gerry Connolly,D,True,True,71.4,1998592.0,1811776.0,True,True,186816.0
WA,1,Suzan DelBene,D,True,True,58.6,2182985.0,1897162.0,True,True,285823.0
WA,2,Rick Larsen,D,True,True,63.2,1275127.0,1219489.0,True,True,55638.0
WA,3,Jaime Herrera Beutler,R,True,True,56.4,4566383.0,4540148.0,True,True,26235.0
WA,4,Dan Newhouse,R,True,True,66.3,1173464.0,991174.0,True,True,182290.0
WA,5,Cathy McMorris Rodgers,R,True,True,60.9,4349448.0,3432572.0,True,True,916876.0
WA,6,Derek Kilmer,D,True,True,59.4,2524026.0,2531111.0,True,True,-7085.0
WA,7,Pramila Jayapal,D,True,True,83.0,2630000.0,1530626.0,True,True,1099374.0
WA,8,Kim Schrier,D,True,True,51.7,5422491.0,3774398.0,True,True,1648093.0
WA,9,Adam Smith,D,True,True,74.2,1324761.0,930710.0,True,True,394051.0
WA,10,Marilyn Strickland,D,False,True,49.6,1812659.0,1780633.0,True,True,32026.0
WV,1,David McKinley,R,True,True,69.0,1092609.0,1085864.0,True,True,6745.0
WV,2,Alex Mooney,R,True,True,63.1,2155978.0,864001.0,True,True,1291977.0
WV,3,Carol Miller,R,True,True,71.3,869210.0,720796.0,True,True,148414.0
WI,1,Bryan Steil,R,True,True,59.4,3500849.0,3151701.0,True,True,349148.0
WI,2,Mark Pocan,D,True,True,69.7,1290582.0,1014628.0,True,True,275954.0
WI,3,Ron Kind,D,True,True,51.4,2989262.0,4435403.0,True,True,-1446141.0
WI,4,Gwen Moore,D,True,True,74.7,1183995.0,1166739.0,True,True,17256.0
WI,5,Scott Fitzgerald,R,False,True,60.2,1155721.0,968406.0,True,True,187315.0
WI,6,Glenn Grothman,R,True,True,59.3,1815756.0,1736659.0,True,True,79097.0
WI,7,Tom Tiffany,R,True,True,60.8,2637459.0,2514740.0,True,True,122719.0
WI,8,Mike Gallagher,R,True,True,64.0,3202905.0,2841801.0,True,True,361104.0
WY,1,Liz Cheney,R,True,True,68.6,3003883.0,3060167.0,True,True,-56284.0
